congress,chamber,committee_code,icpsr,committee_name,is_delegate
110,House,104,15083,Appropriations,FALSE
110,House,104,15029,Appropriations,FALSE
110,House,104,15124,Appropriations,FALSE
110,House,104,15612,Appropriations,FALSE
110,House,104,29134,Appropriations,FALSE
110,House,104,29109,Appropriations,FALSE
110,House,104,29149,Appropriations,FALSE
110,House,104,29123,Appropriations,FALSE
110,House,104,29101,Appropriations,FALSE
110,House,104,15438,Appropriations,FALSE
110,House,104,29144,Appropriations,FALSE
110,House,104,29100,Appropriations,FALSE
110,House,104,29564,Appropriations,FALSE
110,House,104,29380,Appropriations,FALSE
110,House,104,29317,Appropriations,FALSE
110,House,104,29313,Appropriations,FALSE
110,House,104,29585,Appropriations,FALSE
110,House,104,29733,Appropriations,FALSE
110,House,104,29713,Appropriations,FALSE
110,House,104,29559,Appropriations,FALSE
110,House,104,29742,Appropriations,FALSE
110,House,104,29339,Appropriations,FALSE
110,House,104,29702,Appropriations,FALSE
110,House,104,29778,Appropriations,FALSE
110,House,104,29924,Appropriations,FALSE
110,House,104,20104,Appropriations,FALSE
110,House,104,20103,Appropriations,FALSE
110,House,104,20122,Appropriations,FALSE
110,House,104,20129,Appropriations,FALSE
110,House,104,20343,Appropriations,FALSE
110,House,104,20329,Appropriations,FALSE
110,House,104,20326,Appropriations,FALSE
110,House,104,20504,Appropriations,FALSE
110,House,104,29771,Appropriations,FALSE
110,House,104,14644,Appropriations,FALSE
110,House,104,13047,Appropriations,FALSE
110,House,104,14045,Appropriations,FALSE
110,House,104,14854,Appropriations,FALSE
110,House,104,14869,Appropriations,FALSE
110,House,104,15630,Appropriations,FALSE
110,House,104,29136,Appropriations,FALSE
110,House,104,29365,Appropriations,FALSE
110,House,104,29338,Appropriations,FALSE
110,House,104,29541,Appropriations,FALSE
110,House,104,29534,Appropriations,FALSE
110,House,104,29524,Appropriations,FALSE
110,House,104,29567,Appropriations,FALSE
110,House,104,29522,Appropriations,FALSE
110,House,104,29701,Appropriations,FALSE
110,House,104,29736,Appropriations,FALSE
110,House,104,29762,Appropriations,FALSE
110,House,104,29751,Appropriations,FALSE
110,House,104,89767,Appropriations,FALSE
110,House,104,29104,Appropriations,FALSE
110,House,104,29517,Appropriations,FALSE
110,House,104,29509,Appropriations,FALSE
110,House,104,29910,Appropriations,FALSE
110,House,104,20139,Appropriations,FALSE
110,House,104,20115,Appropriations,FALSE
110,House,104,20111,Appropriations,FALSE
110,House,104,20125,Appropriations,FALSE
110,House,104,20356,Appropriations,FALSE
110,House,104,90327,Appropriations,FALSE
110,House,104,29323,Appropriations,FALSE
110,House,104,20300,APPROPRIATIONS,FALSE
110,House,106,14451,Armed Services,FALSE
110,House,106,15064,Armed Services,FALSE
110,House,106,15049,Armed Services,FALSE
110,House,106,15637,Armed Services,FALSE
110,House,106,15245,Armed Services,FALSE
110,House,106,29358,Armed Services,FALSE
110,House,106,29764,Armed Services,FALSE
110,House,106,29703,Armed Services,FALSE
110,House,106,29768,Armed Services,FALSE
110,House,106,29709,Armed Services,FALSE
110,House,106,29746,Armed Services,FALSE
110,House,106,29705,Armed Services,FALSE
110,House,106,29777,Armed Services,FALSE
110,House,106,29132,Armed Services,FALSE
110,House,106,20108,Armed Services,FALSE
110,House,106,20136,Armed Services,FALSE
110,House,106,20145,Armed Services,FALSE
110,House,106,15019,Armed Services,FALSE
110,House,106,20317,Armed Services,FALSE
110,House,106,70701,Armed Services,TRUE
110,House,106,29906,Armed Services,FALSE
110,House,106,20523,Armed Services,FALSE
110,House,106,20718,Armed Services,FALSE
110,House,106,20721,Armed Services,FALSE
110,House,106,20745,Armed Services,FALSE
110,House,106,20712,Armed Services,FALSE
110,House,106,20731,Armed Services,FALSE
110,House,106,20706,Armed Services,FALSE
110,House,106,20720,Armed Services,FALSE
110,House,106,20735,Armed Services,FALSE
110,House,106,20744,Armed Services,FALSE
110,House,106,20701,Armed Services,FALSE
110,House,106,20708,Armed Services,FALSE
110,House,106,29587,Armed Services,FALSE
110,House,106,14835,Armed Services,FALSE
110,House,106,15112,Armed Services,FALSE
110,House,106,39316,Armed Services,FALSE
110,House,106,29300,Armed Services,FALSE
110,House,106,29356,Armed Services,FALSE
110,House,106,29315,Armed Services,FALSE
110,House,106,29572,Armed Services,FALSE
110,House,106,29546,Armed Services,FALSE
110,House,106,29929,Armed Services,FALSE
110,House,106,29323,Armed Services,FALSE
110,House,106,20141,Armed Services,FALSE
110,House,106,20123,Armed Services,FALSE
110,House,106,20143,Armed Services,FALSE
110,House,106,20110,Armed Services,FALSE
110,House,106,20138,Armed Services,FALSE
110,House,106,29539,Armed Services,FALSE
110,House,106,20344,Armed Services,FALSE
110,House,106,20357,Armed Services,FALSE
110,House,106,20342,Armed Services,FALSE
110,House,106,20333,Armed Services,FALSE
110,House,106,20331,Armed Services,FALSE
110,House,106,20319,Armed Services,FALSE
110,House,106,20301,Armed Services,FALSE
110,House,106,20304,Armed Services,FALSE
110,House,106,20534,Armed Services,FALSE
110,House,106,20535,Armed Services,FALSE
110,House,106,20531,Armed Services,FALSE
110,House,106,20511,Armed Services,FALSE
110,House,106,20358,Armed Services,FALSE
110,House,106,20136,Armed Services,FALSE
110,House,106,20754,Armed Services,FALSE
110,House,106,20134,Armed Services,FALSE
110,House,106,20704,Armed Services,FALSE
110,House,106,20756,ARMED SERVICES,FALSE
110,House,113,14824,Financial Services,FALSE
110,House,113,15104,Financial Services,FALSE
110,House,113,29106,Financial Services,FALSE
110,House,113,29379,Financial Services,FALSE
110,House,113,29348,Financial Services,FALSE
110,House,113,29378,Financial Services,FALSE
110,House,113,29383,Financial Services,FALSE
110,House,113,15000,Financial Services,FALSE
110,House,113,29720,Financial Services,FALSE
110,House,113,29707,Financial Services,FALSE
110,House,113,29776,Financial Services,FALSE
110,House,113,29915,Financial Services,FALSE
110,House,113,29919,Financial Services,FALSE
110,House,113,29763,Financial Services,FALSE
110,House,113,20147,Financial Services,FALSE
110,House,113,29744,Financial Services,FALSE
110,House,113,29942,Financial Services,FALSE
110,House,113,20119,Financial Services,FALSE
110,House,113,20341,Financial Services,FALSE
110,House,113,20321,Financial Services,FALSE
110,House,113,20529,Financial Services,FALSE
110,House,113,20517,Financial Services,FALSE
110,House,113,20509,Financial Services,FALSE
110,House,113,20537,Financial Services,FALSE
110,House,113,20350,Financial Services,FALSE
110,House,113,20542,Financial Services,FALSE
110,House,113,20732,Financial Services,FALSE
110,House,113,20727,Financial Services,FALSE
110,House,113,20711,Financial Services,FALSE
110,House,113,20710,Financial Services,FALSE
110,House,113,20739,Financial Services,FALSE
110,House,113,20705,Financial Services,FALSE
110,House,113,20707,Financial Services,FALSE
110,House,113,20717,Financial Services,FALSE
110,House,113,29715,Financial Services,FALSE
110,House,113,20317,Financial Services,FALSE
110,House,113,29301,Financial Services,FALSE
110,House,113,15401,Financial Services,FALSE
110,House,113,29390,Financial Services,FALSE
110,House,113,29327,Financial Services,FALSE
110,House,113,29375,Financial Services,FALSE
110,House,113,29321,Financial Services,FALSE
110,House,113,29393,Financial Services,FALSE
110,House,113,14290,Financial Services,FALSE
110,House,113,15604,Financial Services,FALSE
110,House,113,29553,Financial Services,FALSE
110,House,113,29349,Financial Services,FALSE
110,House,113,29546,Financial Services,FALSE
110,House,113,29912,Financial Services,FALSE
110,House,113,15449,Financial Services,FALSE
110,House,113,29905,Financial Services,FALSE
110,House,113,20315,Financial Services,FALSE
110,House,113,20352,Financial Services,FALSE
110,House,113,20336,Financial Services,FALSE
110,House,113,20313,Financial Services,FALSE
110,House,113,20347,Financial Services,FALSE
110,House,113,20303,Financial Services,FALSE
110,House,113,20345,Financial Services,FALSE
110,House,113,20337,Financial Services,FALSE
110,House,113,20353,Financial Services,FALSE
110,House,113,20505,Financial Services,FALSE
110,House,113,20511,Financial Services,FALSE
110,House,113,20522,Financial Services,FALSE
110,House,113,20539,Financial Services,FALSE
110,House,113,20113,Financial Services,FALSE
110,House,113,20351,Financial Services,FALSE
110,House,113,20728,Financial Services,FALSE
110,House,113,20715,Financial Services,FALSE
110,House,113,20146,Financial Services,FALSE
110,House,113,20523,Financial Services,FALSE
110,House,113,20761,FINANCIAL SERVICES,FALSE
110,House,113,20749,FINANCIAL SERVICES,FALSE
110,House,113,20757,FINANCIAL SERVICES,FALSE
110,House,113,20762,FINANCIAL SERVICES,FALSE
110,House,113,20760,FINANCIAL SERVICES,FALSE
110,House,113,20532,Financial Services,FALSE
110,House,113,20332,Financial Services,FALSE
110,House,113,20703,Financial Services,FALSE
110,House,113,20730,FINANCIAL SERVICES,FALSE
110,House,115,15064,Budget,FALSE
110,House,115,29109,Budget,FALSE
110,House,115,29144,Budget,FALSE
110,House,115,29774,Budget,FALSE
110,House,115,15019,Budget,FALSE
110,House,115,29728,Budget,FALSE
110,House,115,20525,Budget,FALSE
110,House,115,15029,Budget,FALSE
110,House,115,29316,Budget,FALSE
110,House,115,29571,Budget,FALSE
110,House,115,29588,Budget,FALSE
110,House,115,29702,Budget,FALSE
110,House,115,29713,Budget,FALSE
110,House,115,29729,Budget,FALSE
110,House,115,20740,Budget,FALSE
110,House,115,29132,Budget,FALSE
110,House,115,39307,Budget,FALSE
110,House,115,29745,Budget,FALSE
110,House,115,29750,Budget,FALSE
110,House,115,29938,Budget,FALSE
110,House,115,29915,Budget,FALSE
110,House,115,20338,Budget,FALSE
110,House,115,29939,Budget,FALSE
110,House,115,20300,Budget,FALSE
110,House,115,20336,Budget,FALSE
110,House,115,20347,Budget,FALSE
110,House,115,20332,Budget,FALSE
110,House,115,20316,Budget,FALSE
110,House,115,20352,Budget,FALSE
110,House,115,14647,Budget,FALSE
110,House,115,29910,Budget,FALSE
110,House,115,20522,Budget,FALSE
110,House,115,20503,Budget,FALSE
110,House,115,20531,Budget,FALSE
110,House,115,20539,Budget,FALSE
110,House,115,20130,Budget,FALSE
110,House,115,20334,Budget,FALSE
110,House,115,90327,Budget,FALSE
110,House,115,20729,Budget,FALSE
110,House,115,20738,BUDGET,FALSE
110,House,115,20537,Budget,FALSE
110,House,115,20754,Budget,FALSE
110,House,124,14256,Education and Labor,FALSE
110,House,124,14430,Education and Labor,FALSE
110,House,124,15619,Education and Labor,FALSE
110,House,124,29132,Education and Labor,FALSE
110,House,124,39307,Education and Labor,FALSE
110,House,124,29309,Education and Labor,FALSE
110,House,124,29763,Education and Labor,FALSE
110,House,124,29744,Education and Labor,FALSE
110,House,124,29730,Education and Labor,FALSE
110,House,124,29748,Education and Labor,FALSE
110,House,124,29931,Education and Labor,FALSE
110,House,124,29923,Education and Labor,FALSE
110,House,124,20108,Education and Labor,FALSE
110,House,124,29717,Education and Labor,FALSE
110,House,124,20305,Education and Labor,FALSE
110,House,124,20338,Education and Labor,FALSE
110,House,124,20310,Education and Labor,FALSE
110,House,124,20724,Education and Labor,FALSE
110,House,124,20744,Education and Labor,FALSE
110,House,124,20720,Education and Labor,FALSE
110,House,124,20713,Education and Labor,FALSE
110,House,124,20743,Education and Labor,FALSE
110,House,124,20723,Education and Labor,FALSE
110,House,124,20716,Education and Labor,FALSE
110,House,124,20733,Education and Labor,FALSE
110,House,124,20706,Education and Labor,FALSE
110,House,124,20731,Education and Labor,FALSE
110,House,124,29315,Education and Labor,FALSE
110,House,124,14675,Education and Labor,FALSE
110,House,124,29361,Education and Labor,FALSE
110,House,124,29327,Education and Labor,FALSE
110,House,124,29519,Education and Labor,FALSE
110,House,124,29362,Education and Labor,FALSE
110,House,124,29912,Education and Labor,FALSE
110,House,124,20135,Education and Labor,FALSE
110,House,124,20112,Education and Labor,FALSE
110,House,124,20138,Education and Labor,FALSE
110,House,124,20333,Education and Labor,FALSE
110,House,124,39300,Education and Labor,FALSE
110,House,124,20535,Education and Labor,FALSE
110,House,124,20532,Education and Labor,FALSE
110,House,124,20505,Education and Labor,FALSE
110,House,124,70801,Education and Labor,TRUE
110,House,124,20514,Education and Labor,FALSE
110,House,124,20521,Education and Labor,FALSE
110,House,124,20520,Education and Labor,FALSE
110,House,124,20357,Education and Labor,FALSE
110,House,124,20747,Education and Labor,FALSE
110,House,124,20725,Education and Labor,FALSE
110,House,124,20730,Education and Labor,FALSE
110,House,128,2605,Energy and Commerce,FALSE
110,House,128,14280,Energy and Commerce,FALSE
110,House,128,14435,Energy and Commerce,FALSE
110,House,128,15010,Energy and Commerce,FALSE
110,House,128,15072,Energy and Commerce,FALSE
110,House,128,15454,Energy and Commerce,FALSE
110,House,128,15100,Energy and Commerce,FALSE
110,House,128,29346,Energy and Commerce,FALSE
110,House,128,29312,Energy and Commerce,FALSE
110,House,128,29360,Energy and Commerce,FALSE
110,House,128,15603,Energy and Commerce,FALSE
110,House,128,29355,Energy and Commerce,FALSE
110,House,128,39304,Energy and Commerce,FALSE
110,House,128,29710,Energy and Commerce,FALSE
110,House,128,29774,Energy and Commerce,FALSE
110,House,128,29561,Energy and Commerce,FALSE
110,House,128,29318,Energy and Commerce,FALSE
110,House,128,29728,Energy and Commerce,FALSE
110,House,128,29911,Energy and Commerce,FALSE
110,House,128,20105,Energy and Commerce,FALSE
110,House,128,29943,Energy and Commerce,FALSE
110,House,128,29937,Energy and Commerce,FALSE
110,House,128,29940,Energy and Commerce,FALSE
110,House,128,20102,Energy and Commerce,FALSE
110,House,128,29750,Energy and Commerce,FALSE
110,House,128,29926,Energy and Commerce,FALSE
110,House,128,20140,Energy and Commerce,FALSE
110,House,128,20340,Energy and Commerce,FALSE
110,House,128,20513,Energy and Commerce,FALSE
110,House,128,20507,Energy and Commerce,FALSE
110,House,128,29914,Energy and Commerce,FALSE
110,House,128,15085,Energy and Commerce,FALSE
110,House,128,94828,Energy and Commerce,FALSE
110,House,128,15417,Energy and Commerce,FALSE
110,House,128,15446,Energy and Commerce,FALSE
110,House,128,15627,Energy and Commerce,FALSE
110,House,128,99342,Energy and Commerce,FALSE
110,House,128,29525,Energy and Commerce,FALSE
110,House,128,29513,Energy and Commerce,FALSE
110,House,128,29584,Energy and Commerce,FALSE
110,House,128,29718,Energy and Commerce,FALSE
110,House,128,29779,Energy and Commerce,FALSE
110,House,128,29501,Energy and Commerce,FALSE
110,House,128,29734,Energy and Commerce,FALSE
110,House,128,29773,Energy and Commerce,FALSE
110,House,128,29350,Energy and Commerce,FALSE
110,House,128,29505,Energy and Commerce,FALSE
110,House,128,29752,Energy and Commerce,FALSE
110,House,128,29775,Energy and Commerce,FALSE
110,House,128,29932,Energy and Commerce,FALSE
110,House,128,29921,Energy and Commerce,FALSE
110,House,128,20127,Energy and Commerce,FALSE
110,House,128,20120,Energy and Commerce,FALSE
110,House,128,29549,Energy and Commerce,FALSE
110,House,128,20131,Energy and Commerce,FALSE
110,House,128,20346,Energy and Commerce,FALSE
110,House,128,20355,Energy and Commerce,FALSE
110,House,128,20351,Energy and Commerce,FALSE
110,House,128,20131,Energy and Commerce,FALSE
110,House,128,20538,ENERGY AND COMMERCE,FALSE
110,House,128,15604,Energy and Commerce,FALSE
110,House,128,29735,Energy and Commerce,FALSE
110,House,134,14837,Foreign Affairs,FALSE
110,House,134,15005,Foreign Affairs,FALSE
110,House,134,15000,Foreign Affairs,FALSE
110,House,134,70302,Foreign Affairs,TRUE
110,House,134,15619,Foreign Affairs,FALSE
110,House,134,29707,Foreign Affairs,FALSE
110,House,134,29715,Foreign Affairs,FALSE
110,House,134,15603,Foreign Affairs,FALSE
110,House,134,29731,Foreign Affairs,FALSE
110,House,134,29776,Foreign Affairs,FALSE
110,House,134,20106,Foreign Affairs,FALSE
110,House,134,29768,Foreign Affairs,FALSE
110,House,134,20516,Foreign Affairs,FALSE
110,House,134,15628,Foreign Affairs,FALSE
110,House,134,29309,Foreign Affairs,FALSE
110,House,134,29573,Foreign Affairs,FALSE
110,House,134,29763,Foreign Affairs,FALSE
110,House,134,29931,Foreign Affairs,FALSE
110,House,134,20341,Foreign Affairs,FALSE
110,House,134,20310,Foreign Affairs,FALSE
110,House,134,20321,Foreign Affairs,FALSE
110,House,134,20501,Foreign Affairs,FALSE
110,House,134,20542,Foreign Affairs,FALSE
110,House,134,20701,Foreign Affairs,FALSE
110,House,134,20711,Foreign Affairs,FALSE
110,House,134,15634,Foreign Affairs,FALSE
110,House,134,14863,Foreign Affairs,FALSE
110,House,134,15014,Foreign Affairs,FALSE
110,House,134,15413,Foreign Affairs,FALSE
110,House,134,15621,Foreign Affairs,FALSE
110,House,134,29349,Foreign Affairs,FALSE
110,House,134,29321,Foreign Affairs,FALSE
110,House,134,29550,Foreign Affairs,FALSE
110,House,134,29907,Foreign Affairs,FALSE
110,House,134,14290,Foreign Affairs,FALSE
110,House,134,20100,Foreign Affairs,FALSE
110,House,134,20141,Foreign Affairs,FALSE
110,House,134,20117,Foreign Affairs,FALSE
110,House,134,20332,Foreign Affairs,FALSE
110,House,134,20138,Foreign Affairs,FALSE
110,House,134,20101,Foreign Affairs,FALSE
110,House,134,20347,Foreign Affairs,FALSE
110,House,134,20503,Foreign Affairs,FALSE
110,House,134,20518,Foreign Affairs,FALSE
110,House,134,20530,Foreign Affairs,FALSE
110,House,134,20528,Foreign Affairs,FALSE
110,House,134,39300,Foreign Affairs,FALSE
110,House,134,70801,Foreign Affairs,TRUE
110,House,134,39304,Foreign Affairs,FALSE
110,House,134,29925,Foreign Affairs,FALSE
110,House,134,20756,Foreign Affairs,FALSE
110,House,134,29778,FOREIGN AFFAIRS,FALSE
110,House,134,20758,Foreign Affairs,FALSE
110,House,134,29735,Foreign Affairs,FALSE
110,House,138,14280,Oversight and Government Reform,FALSE
110,House,138,14837,Oversight and Government Reform,FALSE
110,House,138,15072,Oversight and Government Reform,FALSE
110,House,138,15104,Oversight and Government Reform,FALSE
110,House,138,29379,Oversight and Government Reform,FALSE
110,House,138,29587,Oversight and Government Reform,FALSE
110,House,138,29748,Oversight and Government Reform,FALSE
110,House,138,29717,Oversight and Government Reform,FALSE
110,House,138,29730,Oversight and Government Reform,FALSE
110,House,138,20147,Oversight and Government Reform,FALSE
110,House,138,20106,Oversight and Government Reform,FALSE
110,House,138,20119,Oversight and Government Reform,FALSE
110,House,138,20519,Oversight and Government Reform,FALSE
110,House,138,20723,Oversight and Government Reform,FALSE
110,House,138,20719,Oversight and Government Reform,FALSE
110,House,138,70303,Oversight and Government Reform,TRUE
110,House,138,20122,Oversight and Government Reform,FALSE
110,House,138,15019,Oversight and Government Reform,FALSE
110,House,138,20330,Oversight and Government Reform,FALSE
110,House,138,20732,Oversight and Government Reform,FALSE
110,House,138,20707,Oversight and Government Reform,FALSE
110,House,138,20724,Oversight and Government Reform,FALSE
110,House,138,20750,Oversight and Government Reform,FALSE
110,House,138,29576,Oversight and Government Reform,FALSE
110,House,138,15014,Oversight and Government Reform,FALSE
110,House,138,15449,Oversight and Government Reform,FALSE
110,House,138,39316,Oversight and Government Reform,FALSE
110,House,138,29331,Oversight and Government Reform,FALSE
110,House,138,29519,Oversight and Government Reform,FALSE
110,House,138,20135,Oversight and Government Reform,FALSE
110,House,138,29766,Oversight and Government Reform,FALSE
110,House,138,15455,Oversight and Government Reform,FALSE
110,House,138,20342,Oversight and Government Reform,FALSE
110,House,138,20107,Oversight and Government Reform,FALSE
110,House,138,20532,Oversight and Government Reform,FALSE
110,House,138,20506,Oversight and Government Reform,FALSE
110,House,138,20522,Oversight and Government Reform,FALSE
110,House,138,20521,Oversight and Government Reform,FALSE
110,House,138,29508,Oversight and Government Reform,FALSE
110,House,138,20714,Oversight and Government Reform,FALSE
110,House,138,20738,Oversight and Government Reform,FALSE
110,House,138,20762,OVERSIGHT AND GOVERNMENT REFORM,FALSE
110,House,142,29586,House Administration,FALSE
110,House,142,29777,House Administration,FALSE
110,House,142,29504,House Administration,FALSE
110,House,142,29919,House Administration,FALSE
110,House,142,29943,House Administration,FALSE
110,House,142,20108,House Administration,FALSE
110,House,142,29362,House Administration,FALSE
110,House,142,14647,House Administration,FALSE
110,House,142,20703,House Administration,FALSE
110,House,142,20302,House Administration,FALSE
110,House,156,10713,Judiciary,FALSE
110,House,156,15005,Judiciary,FALSE
110,House,156,15010,Judiciary,FALSE
110,House,156,29377,Judiciary,FALSE
110,House,156,39307,Judiciary,FALSE
110,House,156,29383,Judiciary,FALSE
110,House,156,29504,Judiciary,FALSE
110,House,156,29573,Judiciary,FALSE
110,House,156,29106,Judiciary,FALSE
110,House,156,29358,Judiciary,FALSE
110,House,156,29731,Judiciary,FALSE
110,House,156,29715,Judiciary,FALSE
110,House,156,20310,Judiciary,FALSE
110,House,156,20748,Judiciary,FALSE
110,House,156,20712,Judiciary,FALSE
110,House,156,29348,Judiciary,FALSE
110,House,156,29707,Judiciary,FALSE
110,House,156,29926,Judiciary,FALSE
110,House,156,20104,Judiciary,FALSE
110,House,156,20302,Judiciary,FALSE
110,House,156,20504,Judiciary,FALSE
110,House,156,20727,Judiciary,FALSE
110,House,156,15445,Judiciary,FALSE
110,House,156,14657,Judiciary,FALSE
110,House,156,15092,Judiciary,FALSE
110,House,156,15413,Judiciary,FALSE
110,House,156,39308,Judiciary,FALSE
110,House,156,29550,Judiciary,FALSE
110,House,156,14647,Judiciary,FALSE
110,House,156,29766,Judiciary,FALSE
110,House,156,20112,Judiciary,FALSE
110,House,156,20107,Judiciary,FALSE
110,House,156,20117,Judiciary,FALSE
110,House,156,20143,Judiciary,FALSE
110,House,156,20325,Judiciary,FALSE
110,House,156,20315,Judiciary,FALSE
110,House,156,20304,Judiciary,FALSE
110,House,156,20527,Judiciary,FALSE
110,House,156,20738,Judiciary,FALSE
110,House,156,20740,Judiciary,FALSE
110,House,164,14448,Natural Resources,FALSE
110,House,164,14430,Natural Resources,FALSE
110,House,164,70302,Natural Resources,TRUE
110,House,164,15245,Natural Resources,FALSE
110,House,164,15049,Natural Resources,FALSE
110,House,164,15454,Natural Resources,FALSE
110,House,164,70501,Natural Resources,TRUE
110,House,164,29903,Natural Resources,FALSE
110,House,164,29923,Natural Resources,FALSE
110,House,164,20305,Natural Resources,FALSE
110,House,164,70701,Natural Resources,TRUE
110,House,164,20501,Natural Resources,FALSE
110,House,164,20523,Natural Resources,FALSE
110,House,164,20724,Natural Resources,FALSE
110,House,164,14256,Natural Resources,FALSE
110,House,164,14435,Natural Resources,FALSE
110,House,164,15410,Natural Resources,FALSE
110,House,164,29380,Natural Resources,FALSE
110,House,164,29564,Natural Resources,FALSE
110,House,164,29769,Natural Resources,FALSE
110,House,164,29774,Natural Resources,FALSE
110,House,164,29937,Natural Resources,FALSE
110,House,164,29906,Natural Resources,FALSE
110,House,164,29942,Natural Resources,FALSE
110,House,164,20105,Natural Resources,FALSE
110,House,164,20349,Natural Resources,FALSE
110,House,164,20737,Natural Resources,FALSE
110,House,164,14066,Natural Resources,FALSE
110,House,164,15112,Natural Resources,FALSE
110,House,164,15413,Natural Resources,FALSE
110,House,164,15455,Natural Resources,FALSE
110,House,164,29122,Natural Resources,FALSE
110,House,164,29323,Natural Resources,FALSE
110,House,164,29766,Natural Resources,FALSE
110,House,164,29907,Natural Resources,FALSE
110,House,164,20100,Natural Resources,FALSE
110,House,164,20303,Natural Resources,FALSE
110,House,164,20337,Natural Resources,FALSE
110,House,164,20137,Natural Resources,FALSE
110,House,164,70801,Natural Resources,TRUE
110,House,164,20535,Natural Resources,FALSE
110,House,164,20512,Natural Resources,FALSE
110,House,164,20527,Natural Resources,FALSE
110,House,164,20344,Natural Resources,FALSE
110,House,164,20357,Natural Resources,FALSE
110,House,164,20134,Natural Resources,FALSE
110,House,164,20730,Natural Resources,FALSE
110,House,164,20714,Natural Resources,FALSE
110,House,164,20704,Natural Resources,FALSE
110,House,164,20703,Natural Resources,FALSE
110,House,164,20742,Natural Resources,FALSE
110,House,164,20759,NATURAL RESOURCES,FALSE
110,House,164,20729,NATURAL RESOURCES,FALSE
110,House,164,20756,NATURAL RESOURCES,FALSE
110,House,173,14265,Transportation and Infrastructure,FALSE
110,House,173,14448,Transportation and Infrastructure,FALSE
110,House,173,15410,Transportation and Infrastructure,FALSE
110,House,173,15453,Transportation and Infrastructure,FALSE
110,House,173,70303,Transportation and Infrastructure,TRUE
110,House,173,29377,Transportation and Infrastructure,FALSE
110,House,173,29328,Transportation and Infrastructure,FALSE
110,House,173,29325,Transportation and Infrastructure,FALSE
110,House,173,39305,Transportation and Infrastructure,FALSE
110,House,173,15637,Transportation and Infrastructure,FALSE
110,House,173,29586,Transportation and Infrastructure,FALSE
110,House,173,29587,Transportation and Infrastructure,FALSE
110,House,173,29705,Transportation and Infrastructure,FALSE
110,House,173,29721,Transportation and Infrastructure,FALSE
110,House,173,29396,Transportation and Infrastructure,FALSE
110,House,173,29938,Transportation and Infrastructure,FALSE
110,House,173,20145,Transportation and Infrastructure,FALSE
110,House,173,29919,Transportation and Infrastructure,FALSE
110,House,173,29720,Transportation and Infrastructure,FALSE
110,House,173,20338,Transportation and Infrastructure,FALSE
110,House,173,20328,Transportation and Infrastructure,FALSE
110,House,173,20519,Transportation and Infrastructure,FALSE
110,House,173,20516,Transportation and Infrastructure,FALSE
110,House,173,20502,Transportation and Infrastructure,FALSE
110,House,173,29903,Transportation and Infrastructure,FALSE
110,House,173,20508,Transportation and Infrastructure,FALSE
110,House,173,20538,Transportation and Infrastructure,FALSE
110,House,173,29761,Transportation and Infrastructure,FALSE
110,House,173,20741,Transportation and Infrastructure,FALSE
110,House,173,20713,Transportation and Infrastructure,FALSE
110,House,173,20719,Transportation and Infrastructure,FALSE
110,House,173,20743,Transportation and Infrastructure,FALSE
110,House,173,20726,Transportation and Infrastructure,FALSE
110,House,173,20737,Transportation and Infrastructure,FALSE
110,House,173,20736,Transportation and Infrastructure,FALSE
110,House,173,20700,Transportation and Infrastructure,FALSE
110,House,173,20746,Transportation and Infrastructure,FALSE
110,House,173,20734,Transportation and Infrastructure,FALSE
110,House,173,20751,Transportation and Infrastructure,FALSE
110,House,173,20748,Transportation and Infrastructure,FALSE
110,House,173,20702,Transportation and Infrastructure,FALSE
110,House,173,29331,Transportation and Infrastructure,FALSE
110,House,173,14066,Transportation and Infrastructure,FALSE
110,House,173,14675,Transportation and Infrastructure,FALSE
110,House,173,15092,Transportation and Infrastructure,FALSE
110,House,173,15455,Transportation and Infrastructure,FALSE
110,House,173,29122,Transportation and Infrastructure,FALSE
110,House,173,29362,Transportation and Infrastructure,FALSE
110,House,173,29553,Transportation and Infrastructure,FALSE
110,House,173,15401,Transportation and Infrastructure,FALSE
110,House,173,29539,Transportation and Infrastructure,FALSE
110,House,173,29722,Transportation and Infrastructure,FALSE
110,House,173,29905,Transportation and Infrastructure,FALSE
110,House,173,29929,Transportation and Infrastructure,FALSE
110,House,173,20137,Transportation and Infrastructure,FALSE
110,House,173,20116,Transportation and Infrastructure,FALSE
110,House,173,20135,Transportation and Infrastructure,FALSE
110,House,173,20124,Transportation and Infrastructure,FALSE
110,House,173,20134,Transportation and Infrastructure,FALSE
110,House,173,20101,Transportation and Infrastructure,FALSE
110,House,173,20345,Transportation and Infrastructure,FALSE
110,House,173,20316,Transportation and Infrastructure,FALSE
110,House,173,20532,Transportation and Infrastructure,FALSE
110,House,173,20526,Transportation and Infrastructure,FALSE
110,House,173,20528,Transportation and Infrastructure,FALSE
110,House,173,20536,Transportation and Infrastructure,FALSE
110,House,173,20503,Transportation and Infrastructure,FALSE
110,House,173,20520,Transportation and Infrastructure,FALSE
110,House,173,20506,Transportation and Infrastructure,FALSE
110,House,173,20514,Transportation and Infrastructure,FALSE
110,House,173,20540,Transportation and Infrastructure,FALSE
110,House,173,20331,Transportation and Infrastructure,FALSE
110,House,173,20534,Transportation and Infrastructure,FALSE
110,House,173,20742,Transportation and Infrastructure,FALSE
110,House,173,20709,Transportation and Infrastructure,FALSE
110,House,173,20146,Transportation and Infrastructure,FALSE
