congress,chamber,icpsr,state_abbrev,party_code,bioname,nominate_dim1
106,House,29382,NC,100,"CLAYTON, Eva M.",-0.459
106,House,29383,NC,100,"WATT, Melvin L.",-0.526
106,House,29546,NC,200,"JONES, Walter Beaman, Jr.",0.244
106,House,29548,NC,200,"BURR, Richard M.",0.435
106,House,29549,NC,200,"MYRICK, Sue",0.56
106,House,29745,NC,100,"ETHERIDGE, Bobby R.",-0.288
106,House,29746,NC,100,"McINTYRE, Mike",-0.148
106,House,29929,NC,200,"HAYES, Robert Cannon (Robin)",0.351
106,House,29384,ND,100,"POMEROY, Earl Ralph, III",-0.266
106,House,14045,OH,200,"REGULA, Ralph Straus",0.221
106,House,14632,OH,100,"HALL, Tony Patrick",-0.28
106,House,14875,OH,200,"OXLEY, Michael Garver",0.382
106,House,15029,OH,100,"KAPTUR, Marcia Carolyn (Marcy)",-0.341
106,House,15030,OH,200,"KASICH, John Richard",0.314
106,House,15121,OH,100,"TRAFICANT, James A., Jr.",-0.082
106,House,15442,OH,100,"SAWYER, Thomas Charles",-0.377
106,House,15604,OH,200,"GILLMOR, Paul Eugene",0.254
106,House,29136,OH,200,"HOBSON, David Lee",0.315
106,House,29137,OH,200,"BOEHNER, John Andrew",0.513
106,House,29386,OH,200,"PORTMAN, Robert Jones (Rob)",0.371
106,House,29389,OH,100,"BROWN, Sherrod",-0.425
106,House,29390,OH,200,"PRYCE, Deborah D.",0.32
106,House,29550,OH,200,"CHABOT, Steve",0.542
106,House,29552,OH,200,"NEY, Robert William",0.269
106,House,29553,OH,200,"LaTOURETTE, Steven C.",0.211
106,House,29747,OH,100,"STRICKLAND, Ted",-0.384
106,House,29748,OH,100,"KUCINICH, Dennis",-0.582
106,House,29930,OH,100,"JONES, Stephanie Tubbs",-0.521
106,House,29392,OK,200,"ISTOOK, Ernest James, Jr.",0.492
106,House,29393,OK,200,"LUCAS, Frank D.",0.361
106,House,29554,OK,200,"LARGENT, Steve",0.617
106,House,29555,OK,200,"COBURN, Thomas Allen",0.782
106,House,29556,OK,200,"WATTS, Julius Caesar, Jr. (J. C.)",0.406
106,House,29749,OK,200,"WATKINS, Wesley Wade",0.368
106,House,15410,OR,100,"DeFAZIO, Peter Anthony",-0.427
106,House,29588,OR,100,"BLUMENAUER, Earl",-0.426
106,House,29750,OR,100,"HOOLEY, Darlene",-0.315
106,House,29931,OR,100,"WU, David",-0.37
106,House,29932,OR,200,"WALDEN, Greg",0.333
106,House,14052,PA,200,"SHUSTER, E. G. (Bud)",0.416
106,House,14072,PA,100,"MURTHA, John Patrick, Jr.",-0.265
106,House,14288,PA,200,"GOODLING, William Franklin",0.336
106,House,14808,PA,100,"COYNE, William Joseph",-0.494
106,House,15008,PA,100,"BORSKI, Robert Anthony, Jr.",-0.416
106,House,15026,PA,200,"GEKAS, George William",0.426
106,House,15104,PA,100,"KANJORSKI, Paul E.",-0.303
106,House,15447,PA,200,"WELDON, Wayne Curtis (Curt)",0.232
106,House,29395,PA,100,"KLINK, Ronald",-0.31
106,House,29396,PA,100,"HOLDEN, Thomas Timothy (Tim)",-0.233
106,House,29397,PA,200,"GREENWOOD, James Charles",0.225
106,House,29559,PA,100,"FATTAH, Chaka",-0.472
106,House,29561,PA,100,"DOYLE, Michael F.",-0.331
106,House,29562,PA,100,"MASCARA, Frank R.",-0.271
106,House,29563,PA,200,"ENGLISH, Philip Sheridan",0.251
106,House,29751,PA,200,"PETERSON, John",0.34
106,House,29752,PA,200,"PITTS, Joseph R.",0.538
106,House,29777,PA,100,"BRADY, Robert A.",-0.484
106,House,29933,PA,200,"SHERWOOD, Don",0.329
106,House,29934,PA,100,"HOEFFEL, Joseph M.",-0.338
106,House,29935,PA,200,"TOOMEY, Patrick Joseph",0.624
106,House,29564,RI,100,"KENNEDY, Patrick Joseph",-0.409
106,House,29753,RI,100,"WEYGAND, Robert A.",-0.33
106,House,13042,SC,200,"SPENCE, Floyd Davidson",0.32
106,House,15064,SC,100,"SPRATT, John McKee, Jr.",-0.256
106,House,29565,SC,200,"SANFORD, Mark",0.686
106,House,29566,SC,200,"GRAHAM, Lindsey O.",0.367
106,House,29936,SC,200,"DeMINT, James W.",0.7
106,House,39301,SC,100,"CLYBURN, James Enos",-0.466
106,House,29754,SD,200,"THUNE, John",0.431
106,House,15100,TN,100,"GORDON, Barton Jennings",-0.204
106,House,15450,TN,100,"CLEMENT, Robert Nelson",-0.216
106,House,15455,TN,200,"DUNCAN, John J., Jr.",0.604
106,House,15628,TN,100,"TANNER, John S.",-0.182
106,House,29567,TN,200,"WAMP, Zachary Paul",0.428
106,House,29568,TN,200,"HILLEARY, Van",0.543
106,House,29569,TN,200,"BRYANT, Ed",0.442
106,House,29755,TN,200,"JENKINS, William Lewis",0.396
106,House,29756,TN,100,"FORD, Harold, Jr.",-0.359
106,House,13002,TX,200,"ARCHER, William Reynolds, Jr.",0.496
106,House,14290,TX,200,"PAUL, Ronald Ernest",0.863
106,House,14626,TX,100,"FROST, Jonas Martin",-0.316
106,House,14664,TX,100,"STENHOLM, Charles Walter",0.019
106,House,14828,TX,100,"HALL, Ralph Moody",0.096
106,House,15049,TX,100,"ORTIZ, Solomon P.",-0.272
106,House,15085,TX,200,"BARTON, Joe Linus",0.528
106,House,15093,TX,200,"COMBEST, Larry Ed",0.458
106,House,15094,TX,200,"DeLAY, Thomas Dale",0.593
106,House,15125,TX,200,"ARMEY, Richard Keith",0.635
106,House,15445,TX,200,"SMITH, Lamar Seeligson",0.425
106,House,29143,TX,200,"JOHNSON, Sam",0.61
106,House,29144,TX,100,"EDWARDS, Thomas Chester (Chet)",-0.226
106,House,29571,TX,100,"DOGGETT, Lloyd Alton, II",-0.403
106,House,29572,TX,200,"THORNBERRY, William McClellan (Mac)",0.525
106,House,29573,TX,100,"JACKSON LEE, Sheila",-0.459
106,House,29574,TX,100,"BENTSEN, Kenneth E., Jr.",-0.292
106,House,29757,TX,100,"SANDLIN, Max A.",-0.25
106,House,29758,TX,100,"TURNER, Jim",-0.185
106,House,29759,TX,200,"SESSIONS, Pete",0.584
106,House,29760,TX,200,"BRADY, Kevin Patrick",0.52
106,House,29761,TX,100,"LAMPSON, Nicholas V.",-0.179
106,House,29762,TX,200,"GRANGER, Kay",0.403
106,House,29763,TX,100,"HINOJOSA, Rubén",-0.34
106,House,29764,TX,100,"REYES, Silvestre",-0.321
106,House,29771,TX,100,"RODRIGUEZ, Ciro D.",-0.349
106,House,29943,TX,100,"GONZALEZ, Charles A.",-0.347
106,House,39302,TX,200,"BONILLA, Henry",0.4
106,House,39304,TX,100,"GREEN, Raymond Eugene (Gene)",-0.324
106,House,39305,TX,100,"JOHNSON, Eddie Bernice",-0.485
106,House,14829,UT,200,"HANSEN, James Vear",0.496
106,House,29765,UT,200,"COOK, Merrill",0.364
106,House,29766,UT,200,"CANNON, Christopher B.",0.596
106,House,29147,VT,328,"SANDERS, Bernard",-0.545
106,House,14802,VA,200,"BLILEY, Thomas Jerome, Jr.",0.382
106,House,14869,VA,200,"WOLF, Frank Rudolph",0.284
106,House,15003,VA,200,"BATEMAN, Herbert Harvell",0.242
106,House,15010,VA,100,"BOUCHER, Frederick C.",-0.265
106,House,15060,VA,100,"SISISKY, Norman",-0.122
106,House,15437,VA,100,"PICKETT, Owen Bradford",-0.149
106,House,29149,VA,100,"MORAN, James P.",-0.302
106,House,29576,VA,200,"DAVIS, Thomas M., III",0.282
106,House,29767,VA,100,"GOODE, Virgil H., Jr.",0.118
106,House,39307,VA,100,"SCOTT, Robert C.",-0.451
106,House,39308,VA,200,"GOODLATTE, Robert William",0.496
106,House,99767,VA,328,"GOODE, Virgil H., Jr.",0.583
106,House,14413,WA,100,"DICKS, Norman DeValois",-0.312
106,House,15613,WA,100,"MCDERMOTT, James A.",-0.666
106,House,29578,WA,200,"METCALF, Jack",0.384
106,House,29580,WA,200,"HASTINGS, Richard Norman (Doc)",0.416
106,House,29581,WA,200,"NETHERCUTT, George R., Jr.",0.357
106,House,29768,WA,100,"SMITH, Adam",-0.291
106,House,29937,WA,100,"INSLEE, Jay Robert",-0.33
106,House,29938,WA,100,"BAIRD, Brian",-0.342
106,House,39312,WA,200,"DUNN, Jennifer Blackburn",0.384
106,House,14448,WV,100,"RAHALL, Nick Joe, II",-0.306
106,House,15077,WV,100,"WISE, Robert Ellsworth, Jr.",-0.32
106,House,15083,WV,100,"MOLLOHAN, Alan Bowlby",-0.292
106,House,12036,WI,100,"OBEY, David Ross",-0.45
106,House,14657,WI,200,"SENSENBRENNER, Frank James, Jr.",0.638
106,House,14675,WI,200,"PETRI, Thomas Evert",0.379
106,House,15082,WI,100,"KLECZKA, Gerald Daniel",-0.322
106,House,29769,WI,100,"KIND, Ron",-0.26
106,House,29939,WI,200,"RYAN, Paul D.",0.556
106,House,29940,WI,100,"BALDWIN, Tammy",-0.486
106,House,29941,WI,200,"GREEN, Mark",0.456
106,House,39315,WI,100,"BARRETT, Thomas M.",-0.38
106,House,29584,WY,200,"CUBIN, Barbara L.",0.501
106,Senate,49700,AL,200,"SESSIONS, Jefferson Beauregard (Jeff), III",0.549
106,Senate,94659,AL,200,"SHELBY, Richard C.",0.446
106,Senate,12109,AK,200,"STEVENS, Theodore Fulton (Ted)",0.219
106,Senate,14907,AK,200,"MURKOWSKI, Frank Hughes",0.346
106,Senate,15039,AZ,200,"McCAIN, John Sidney, III",0.381
106,Senate,15429,AZ,200,"KYL, Jon Llewellyn",0.548
106,Senate,29305,AR,100,"LINCOLN, Blanche Lambert",-0.166
106,Senate,29306,AR,200,"HUTCHINSON, Timothy",0.419
106,Senate,15011,CA,100,"BOXER, Barbara",-0.45
106,Senate,49300,CA,100,"FEINSTEIN, Dianne",-0.268
106,Senate,29108,CO,200,"ALLARD, A. Wayne",0.572
106,Senate,95407,CO,200,"CAMPBELL, Ben Nighthorse",0.23
106,Senate,14213,CT,100,"DODD, Christopher John",-0.328
106,Senate,15704,CT,100,"LIEBERMAN, Joseph I.",-0.205
106,Senate,11044,DE,200,"ROTH, William Victor, Jr.",0.272
106,Senate,14101,DE,100,"BIDEN, Joseph Robinette (Joe), Jr.",-0.314
106,Senate,15037,FL,200,"MACK, Connie, III",0.466
106,Senate,15503,FL,100,"GRAHAM, Daniel Robert (Bob)",-0.231
106,Senate,49301,GA,200,"COVERDELL, Paul",0.407
106,Senate,49701,GA,100,"CLELAND, Joseph Maxwell (Max)",-0.22
106,Senate,49904,GA,100,"MILLER, Zell Bryan",0.146
106,Senate,4812,HI,100,"INOUYE, Daniel Ken",-0.319
106,Senate,14400,HI,100,"AKAKA, Daniel Kahikina",-0.419
106,Senate,14809,ID,200,"CRAIG, Larry Edwin",0.494
106,Senate,29345,ID,200,"CRAPO, Michael Dean",0.505
106,Senate,15021,IL,100,"DURBIN, Richard Joseph",-0.339
106,Senate,49900,IL,200,"FITZGERALD, Peter G.",0.28
106,Senate,14506,IN,200,"LUGAR, Richard Green",0.304
106,Senate,49901,IN,100,"BAYH, Evan",-0.158
106,Senate,14226,IA,200,"GRASSLEY, Charles Ernest",0.362
106,Senate,14230,IA,100,"HARKIN, Thomas Richard (Tom)",-0.351
106,Senate,14852,KS,200,"ROBERTS, Charles Patrick (Pat)",0.413
106,Senate,29523,KS,200,"BROWNBACK, Sam Dale",0.439
106,Senate,14921,KY,200,"MCCONNELL, Addison Mitchell (Mitch)",0.402
106,Senate,15406,KY,200,"BUNNING, James Paul David",0.521
106,Senate,13056,LA,100,"BREAUX, John Berlinger",-0.123
106,Senate,49702,LA,100,"LANDRIEU, Mary L.",-0.203
106,Senate,14661,ME,200,"SNOWE, Olympia Jean",0.091
106,Senate,49703,ME,200,"COLLINS, Susan Margaret",0.124
106,Senate,13039,MD,100,"SARBANES, Paul Spyros",-0.435
106,Senate,14440,MD,100,"MIKULSKI, Barbara Ann",-0.37
106,Senate,10808,MA,100,"KENNEDY, Edward Moore (Ted)",-0.443
106,Senate,14920,MA,100,"KERRY, John Forbes",-0.352
106,Senate,14709,MI,100,"LEVIN, Carl",-0.395
106,Senate,49500,MI,200,"ABRAHAM, Spencer",0.311
106,Senate,29367,MN,200,"GRAMS, Rod",0.506
106,Senate,49101,MN,100,"WELLSTONE, Paul David",-0.583
106,Senate,14009,MS,200,"COCHRAN, William Thad",0.287
106,Senate,14031,MS,200,"LOTT, Chester Trent",0.39
106,Senate,15501,MO,200,"BOND, Christopher Samuel (Kit)",0.31
106,Senate,49501,MO,200,"ASHCROFT, John David",0.536
106,Senate,14203,MT,100,"BAUCUS, Max Sieben",-0.212
106,Senate,15701,MT,200,"BURNS, Conrad",0.361
106,Senate,15702,NE,100,"KERREY, J. Robert",-0.223
106,Senate,49704,NE,200,"HAGEL, Charles Timothy (Chuck)",0.344
106,Senate,15054,NV,100,"REID, Harry",-0.276
106,Senate,15700,NV,100,"BRYAN, Richard H",-0.241
106,Senate,14826,NH,200,"GREGG, Judd Alan",0.429
106,Senate,15116,NH,200,"SMITH, Robert C.",0.623
106,Senate,14914,NJ,100,"LAUTENBERG, Frank Raleigh",-0.382
106,Senate,15071,NJ,100,"TORRICELLI, Robert Guy",-0.262
106,Senate,14103,NM,200,"DOMENICI, Pete Vichi",0.257
106,Senate,14912,NM,100,"BINGAMAN, Jesse Francis (Jeff), Jr.",-0.266
106,Senate,14508,NY,100,"MOYNIHAN, Daniel Patrick",-0.301
106,Senate,14858,NY,100,"SCHUMER, Charles Ellis (Chuck)",-0.355
106,Senate,14105,NC,200,"HELMS, Jesse",0.631
106,Senate,49902,NC,100,"EDWARDS, John",-0.291
106,Senate,14812,ND,100,"DORGAN, Byron Leslie",-0.267
106,Senate,15502,ND,100,"CONRAD, Kent",-0.296
106,Senate,15020,OH,200,"DeWINE, Michael",0.289
106,Senate,49903,OH,200,"VOINOVICH, George Victor",0.239
106,Senate,14908,OK,200,"NICKLES, Donald Lee",0.52
106,Senate,15424,OK,200,"INHOFE, James Mountain",0.552
106,Senate,14871,OR,100,"WYDEN, Ronald Lee",-0.335
106,Senate,49705,OR,200,"SMITH, Gordon Harold",0.192
106,Senate,14910,PA,200,"SPECTER, Arlen",0.068
106,Senate,29141,PA,200,"SANTORUM, Richard John (Rick)",0.338
106,Senate,14500,RI,200,"CHAFEE, John Hubbard",0.084
106,Senate,29142,RI,100,"REED, John F. (Jack)",-0.36
106,Senate,49905,RI,200,"CHAFEE, Lincoln Davenport",0.003
106,Senate,9369,SC,200,"THURMOND, James Strom",0.391
106,Senate,11204,SC,100,"HOLLINGS, Ernest Frederick (Fritz)",-0.293
106,Senate,14617,SD,100,"DASCHLE, Thomas Andrew",-0.303
106,Senate,15425,SD,100,"JOHNSON, Timothy Peter (Tim)",-0.25
106,Senate,49502,TN,200,"FRIST, William H.",0.366
106,Senate,49503,TN,200,"THOMPSON, Fred Dalton",0.403
106,Senate,14628,TX,200,"GRAMM, William Philip (Phil)",0.551
106,Senate,49306,TX,200,"HUTCHISON, Kathryn Ann Bailey (Kay)",0.356
106,Senate,14503,UT,200,"HATCH, Orrin Grant",0.382
106,Senate,49307,UT,200,"BENNETT, Robert Foster (Bob)",0.331
106,Senate,14240,VT,200,"JEFFORDS, James Merrill",0.014
106,Senate,14307,VT,100,"LEAHY, Patrick Joseph",-0.36
106,Senate,14712,VA,200,"WARNER, John William",0.262
106,Senate,15705,VA,100,"ROBB, Charles Spittal",-0.2
106,Senate,14904,WA,200,"GORTON, Thomas Slade, III (Slade)",0.271
106,Senate,49308,WA,100,"MURRAY, Patty",-0.357
106,Senate,1366,WV,100,"BYRD, Robert Carlyle",-0.309
106,Senate,14922,WV,100,"ROCKEFELLER, John Davison (Jay), IV",-0.326
106,Senate,15703,WI,100,"KOHL, Herbert H.",-0.256
106,Senate,49309,WI,100,"FEINGOLD, Russell Dana",-0.308
106,Senate,15633,WY,200,"THOMAS, Craig Lyle",0.446
106,Senate,49706,WY,200,"ENZI, Michael B.",0.545
107,House,15090,AL,200,"CALLAHAN, Herbert Leon (Sonny)",0.373
107,House,29100,AL,100,"CRAMER, Robert E. (Bud), Jr.",-0.132
107,House,29300,AL,200,"EVERETT, Robert Terry",0.414
107,House,29301,AL,200,"BACHUS, Spencer T., III",0.387
107,House,29302,AL,100,"HILLIARD, Earl Frederick",-0.555
107,House,29700,AL,200,"RILEY, Robert",0.433
107,House,29701,AL,200,"ADERHOLT, Robert",0.405
107,House,14066,AK,200,"YOUNG, Donald Edwin",0.283
107,House,14454,AZ,200,"STUMP, Robert Lee",0.703
107,House,15105,AZ,200,"KOLBE, James Thomas",0.351
107,House,20100,AZ,200,"FLAKE, Jeff",0.855
107,House,29101,AZ,100,"PASTOR, Ed",-0.421
107,House,29501,AZ,200,"SHADEGG, John B.",0.749
107,House,29502,AZ,200,"HAYWORTH, John D., Jr.",0.559
107,House,20101,AR,200,"BOOZMAN, John",0.426
107,House,20102,AR,100,"ROSS, Michael Avery",-0.201
107,House,29702,AR,100,"BERRY, Robert Marion",-0.293
107,House,29703,AR,100,"SNYDER, Victor F.",-0.268
107,House,29704,AR,200,"HUTCHINSON, Asa",0.358
107,House,14053,CA,100,"STARK, Fortney Hillman (Pete), Jr.",-0.631
107,House,14256,CA,100,"MILLER, George",-0.552
107,House,14280,CA,100,"WAXMAN, Henry Arnold",-0.473
107,House,14620,CA,100,"DIXON, Julian Carey",-0.458
107,House,14644,CA,200,"LEWIS, Charles Jeremy (Jerry)",0.348
107,House,14649,CA,100,"MATSUI, Robert T.",-0.404
107,House,14669,CA,200,"THOMAS, William Marshall",0.371
107,House,14813,CA,200,"DREIER, David Timothy",0.478
107,House,14835,CA,200,"HUNTER, Duncan Lee",0.47
107,House,14837,CA,100,"LANTOS, Thomas Peter",-0.376
107,House,15005,CA,100,"BERMAN, Howard Lawrence",-0.404
107,House,15413,CA,200,"GALLEGLY, Elton W.",0.402
107,House,15420,CA,200,"HERGER, Walter William (Wally)",0.551
107,House,15448,CA,100,"PELOSI, Nancy",-0.489
107,House,15601,CA,200,"COX, Charles Christopher",0.54
107,House,15621,CA,200,"ROHRABACHER, Dana",0.626
107,House,15635,CA,100,"CONDIT, Gary Adrian",-0.103
107,House,20103,CA,100,"HONDA, Mike",-0.529
107,House,20104,CA,100,"SCHIFF, Adam",-0.352
107,House,20105,CA,100,"SOLIS, Hilda L.",-0.508
107,House,20106,CA,100,"WATSON, Diane Edith",-0.531
107,House,20107,CA,200,"ISSA, Darrell",0.476
107,House,20108,CA,100,"DAVIS, Susan A.",-0.343
107,House,29104,CA,200,"DOOLITTLE, John Taylor",0.519
107,House,29105,CA,100,"DOOLEY, Calvin M.",-0.19
107,House,29106,CA,100,"WATERS, Maxine",-0.656
107,House,29107,CA,200,"CUNNINGHAM, Randall (Duke)",0.411
107,House,29309,CA,100,"WOOLSEY, Lynn C.",-0.556
107,House,29311,CA,200,"POMBO, Richard William",0.461
107,House,29312,CA,100,"ESHOO, Anna Georges",-0.379
107,House,29313,CA,100,"FARR, Sam",-0.455
107,House,29315,CA,200,"McKEON, Howard P. (Buck)",0.396
107,House,29316,CA,100,"BECERRA, Xavier",-0.512
107,House,29317,CA,100,"ROYBAL-ALLARD, Lucille",-0.469
107,House,29318,CA,100,"HARMAN, Jane L.",-0.262
107,House,29320,CA,200,"HORN, John Stephen (Steve)",0.167
107,House,29321,CA,200,"ROYCE, Edward Randall",0.657
107,House,29323,CA,200,"CALVERT, Ken",0.34
107,House,29325,CA,100,"FILNER, Bob",-0.652
107,House,29504,CA,100,"LOFGREN, Zoe",-0.396
107,House,29505,CA,200,"RADANOVICH, George P.",0.484
107,House,29586,CA,100,"MILLENDER-MCDONALD, Juanita",-0.438
107,House,29705,CA,100,"TAUSCHER, Ellen O'Kane",-0.308
107,House,29707,CA,100,"SHERMAN, Brad",-0.345
107,House,29709,CA,100,"SANCHEZ, Loretta",-0.367
107,House,29774,CA,100,"CAPPS, Lois",-0.389
107,House,29775,CA,200,"BONO, Mary",0.353
107,House,29778,CA,100,"LEE, Barbara",-0.676
107,House,29901,CA,100,"THOMPSON, Michael",-0.392
107,House,29902,CA,200,"OSE, Doug",0.289
107,House,29903,CA,100,"NAPOLITANO, Grace Flores",-0.448
107,House,29905,CA,200,"MILLER, Gary G.",0.478
107,House,29942,CA,100,"BACA, Joe",-0.349
107,House,15419,CO,200,"HEFLEY, Joel M.",0.591
107,House,29326,CO,200,"McINNIS, Scott",0.391
107,House,29710,CO,100,"DEGETTE, Diana",-0.431
107,House,29711,CO,200,"SCHAFFER, Robert W.",0.638
107,House,29906,CO,100,"UDALL, Mark",-0.353
107,House,29907,CO,200,"TANCREDO, Thomas G.",0.75
107,House,15028,CT,200,"JOHNSON, Nancy Lee",0.122
107,House,15449,CT,200,"SHAYS, Christopher H.",0.129
107,House,20109,CT,200,"SIMMONS, Robert (Rob)",0.171
107,House,29109,CT,100,"DeLAURO, Rosa L.",-0.414
107,House,29712,CT,100,"MALONEY, James H.",-0.244
107,House,29908,CT,100,"LARSON, John B.",-0.396
107,House,29327,DE,200,"CASTLE, Michael Newbold",0.229
107,House,13047,FL,200,"YOUNG, Charles William (Bill)",0.325
107,House,14860,FL,200,"SHAW, Eugene Clay, Jr.",0.3
107,House,15006,FL,200,"BILIRAKIS, Michael",0.382
107,House,15605,FL,200,"GOSS, Porter J.",0.421
107,House,15627,FL,200,"STEARNS, Clifford Bundy",0.554
107,House,15634,FL,200,"ROS-LEHTINEN, Ileana",0.244
107,House,20110,FL,200,"MILLER, Jefferson B. (Jeff)",0.633
107,House,20111,FL,200,"CRENSHAW, Ander",0.333
107,House,20112,FL,200,"KELLER, Richard (Ric)",0.458
107,House,20113,FL,200,"PUTNAM, Adam",0.414
107,House,29328,FL,100,"BROWN, Corrine",-0.429
107,House,29330,FL,100,"THURMAN, Karen L.",-0.304
107,House,29331,FL,200,"MICA, John L.",0.453
107,House,29333,FL,200,"MILLER, Daniel",0.453
107,House,29334,FL,100,"MEEK, Carrie P.",-0.483
107,House,29335,FL,100,"DEUTSCH, Peter R.",-0.324
107,House,29336,FL,200,"DIAZ-BALART, Lincoln",0.243
107,House,29337,FL,100,"HASTINGS, Alcee Lamar",-0.564
107,House,29509,FL,200,"WELDON, David Joseph",0.471
107,House,29510,FL,200,"FOLEY, Mark A.",0.311
107,House,29713,FL,100,"BOYD, F. Allen, Jr.",-0.181
107,House,29714,FL,100,"DAVIS, Jim",-0.278
107,House,29715,FL,100,"WEXLER, Robert",-0.392
107,House,39508,FL,200,"SCARBOROUGH, Charles Joseph",0.672
107,House,15431,GA,100,"LEWIS, John R.",-0.589
107,House,29338,GA,200,"KINGSTON, Jack",0.54
107,House,29339,GA,100,"BISHOP, Sanford Dixon, Jr.",-0.289
107,House,29340,GA,200,"COLLINS, Michael Allen (Mac)",0.536
107,House,29341,GA,200,"LINDER, John Elmer",0.559
107,House,29344,GA,100,"McKINNEY, Cynthia Ann",-0.533
107,House,29511,GA,200,"BARR, Bob",0.632
107,House,29512,GA,200,"CHAMBLISS, Saxby",0.423
107,House,29513,GA,200,"NORWOOD, Charles W., Jr.",0.533
107,House,29909,GA,200,"ISAKSON, Johnny",0.402
107,House,99342,GA,200,"DEAL, John Nathan",0.581
107,House,10757,HI,100,"MINK, Patsy Takemoto",-0.513
107,House,15245,HI,100,"ABERCROMBIE, Neil",-0.432
107,House,20114,ID,200,"OTTER, C. L. (Butch)",0.692
107,House,29910,ID,200,"SIMPSON, Michael K.",0.296
107,House,12041,IL,200,"CRANE, Philip Miller",0.739
107,House,14239,IL,200,"HYDE, Henry John",0.312
107,House,15023,IL,100,"EVANS, Lane Allen",-0.454
107,House,15036,IL,100,"LIPINSKI, William Oliver",-0.176
107,House,15417,IL,200,"HASTERT, John Dennis",0.443
107,House,15453,IL,100,"COSTELLO, Jerry Francis",-0.317
107,House,20115,IL,200,"KIRK, Mark Steven",0.274
107,House,20116,IL,200,"JOHNSON, Timothy V.",0.264
107,House,29346,IL,100,"RUSH, Bobby L.",-0.479
107,House,29348,IL,100,"GUTIÉRREZ, Luis V.",-0.487
107,House,29349,IL,200,"MANZULLO, Donald A.",0.51
107,House,29516,IL,200,"WELLER, Gerald C. (Jerry)",0.288
107,House,29517,IL,200,"LAHOOD, Ray H.",0.246
107,House,29585,IL,100,"JACKSON, Jesse L., Jr.",-0.538
107,House,29716,IL,100,"BLAGOJEVICH, Rod R.",-0.317
107,House,29717,IL,100,"DAVIS, Danny K.",-0.487
107,House,29718,IL,200,"SHIMKUS, John M.",0.375
107,House,29911,IL,100,"SCHAKOWSKY, Janice D.",-0.602
107,House,29912,IL,200,"BIGGERT, Judy Borg",0.323
107,House,29913,IL,100,"PHELPS, David Dwain",-0.207
107,House,15014,IN,200,"BURTON, Danny Lee",0.585
107,House,15124,IN,100,"VISCLOSKY, Peter",-0.402
107,House,20117,IN,200,"PENCE, Mike",0.655
107,House,20118,IN,200,"KERNS, Brian D.",0.724
107,House,29117,IN,100,"ROEMER, Timothy John",-0.165
107,House,29350,IN,200,"BUYER, Stephen Earle",0.435
107,House,29519,IN,200,"SOUDER, Mark Edward",0.435
107,House,29520,IN,200,"HOSTETTLER, John Nathan",0.705
107,House,29720,IN,100,"CARSON, Julia May",-0.464
107,House,29914,IN,100,"HILL, Baron P.",-0.121
107,House,14432,IA,200,"LEACH, James Albert Smith",0.141
107,House,29118,IA,200,"NUSSLE, James Allen",0.417
107,House,29521,IA,200,"GANSKE, Greg",0.239
107,House,29522,IA,200,"LATHAM, Thomas",0.302
107,House,29721,IA,100,"BOSWELL, Leonard L.",-0.238
107,House,29524,KS,200,"TIAHRT, Todd",0.449
107,House,29722,KS,200,"MORAN, Jerry",0.413
107,House,29723,KS,200,"RYUN, Jim",0.547
107,House,29915,KS,100,"MOORE, Dennis",-0.267
107,House,14854,KY,200,"ROGERS, Harold Dallas (Hal)",0.334
107,House,29352,KY,200,"LEWIS, Ron",0.418
107,House,29525,KY,200,"WHITFIELD, Wayne Edward (Ed)",0.303
107,House,29725,KY,200,"NORTHUP, Anne Meagher",0.335
107,House,29916,KY,100,"LUCAS, Ken",-0.058
107,House,29917,KY,200,"FLETCHER, Ernest L.",0.285
107,House,15401,LA,200,"BAKER, Richard Hugh",0.423
107,House,15451,LA,200,"MCCRERY, James O., III",0.362
107,House,29120,LA,100,"JEFFERSON, William Jennings",-0.424
107,House,29726,LA,200,"COOKSEY, John",0.334
107,House,29727,LA,100,"JOHN, Christopher",-0.12
107,House,29918,LA,200,"VITTER, David",0.495
107,House,94679,LA,200,"TAUZIN, Wilbert Joseph (Billy)",0.341
107,House,29528,ME,100,"BALDACCI, John Elias",-0.333
107,House,29728,ME,100,"ALLEN, Thomas H.",-0.4
107,House,14873,MD,100,"HOYER, Steny Hamilton",-0.381
107,House,15408,MD,100,"CARDIN, Benjamin Louis",-0.32
107,House,15434,MD,200,"MORELLA, Constance A.",-0.018
107,House,29122,MD,200,"GILCHREST, Wayne Thomas",0.204
107,House,29355,MD,100,"WYNN, Albert Russell",-0.38
107,House,29356,MD,200,"BARTLETT, Roscoe Gardner",0.493
107,House,29529,MD,200,"EHRLICH, Robert L., Jr.",0.36
107,House,29587,MD,100,"CUMMINGS, Elijah Eugene",-0.438
107,House,14039,MA,100,"MOAKLEY, John Joseph",-0.418
107,House,14435,MA,100,"MARKEY, Edward John",-0.517
107,House,14824,MA,100,"FRANK, Barney",-0.499
107,House,15616,MA,100,"NEAL, Richard Edmund",-0.417
107,House,20119,MA,100,"LYNCH, Stephen F.",-0.342
107,House,29123,MA,100,"OLVER, John Walter",-0.577
107,House,29358,MA,100,"MEEHAN, Martin Thomas",-0.39
107,House,29729,MA,100,"McGOVERN, James P.",-0.538
107,House,29730,MA,100,"TIERNEY, John F.",-0.488
107,House,29731,MA,100,"DELAHUNT, Bill",-0.495
